Model,Task,Validation_PR_AUC,Validation_ROC_AUC,Holdout_PR_AUC,Holdout_ROC_AUC
Deep Learning MLP,Classification,0.28603320176415675,0.9528667204582434,0.26768711861873434,0.9487191723694239
