sensor,normal_n,failure_n,normal_median,failure_median,median_difference
overall_vibration,2696352,16064,2.832674103224833,4.385637674606725,1.5529635713818921
vibration,2696253,16082,2.391222417133405,3.694755254800709,1.303532837667304
oil_particles_ppm,2696378,16054,18.638428148948297,47.729698681669774,29.091270532721477
oil_pressure,2696165,16075,17.76950551174761,17.452851491106575,-0.3166540206410353
lubrication_health_index,2730319,16239,93.90589575622988,90.70225445398606,-3.203641302243824
load_factor,2730319,16239,0.9277878796238428,0.9369859256879878,0.009198046064144982
wear_level,2730319,16239,0.0640137000396022,0.0976653943909027,0.0336516943513005
